ID,SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
7276,2242,2,3,Suburb,2010,304409.3264955091
7277,2625,2,3,Rural,2020,283772.1907093364
7278,1349,5,3,Rural,1955,201213.78713721887
7279,2058,4,3,Urban,1992,220873.1754204551
7280,2433,5,3,Suburb,1958,252397.64286473175
7281,1306,4,2,Rural,1952,163952.97946233052
7282,2479,4,1,Rural,1968,302734.7762683316
7283,1011,4,3,Suburb,1954,128353.84273657957
7284,1290,5,3,Suburb,1998,123325.07337562996
7285,2249,2,1,Rural,1972,162855.15837391693
7286,2600,3,3,Rural,2002,243961.11718257348
7287,2026,3,2,Urban,1980,256940.27988873105
7288,1331,3,3,Suburb,1993,190495.19343916245
7289,1333,2,1,Urban,1954,123458.12360393816
7290,2294,5,3,Suburb,1972,194115.9835712393
7291,2519,3,2,Suburb,2004,343082.1317830249
7292,1413,4,2,Rural,2000,122561.92902586616
7293,2975,5,2,Rural,1973,230128.1482991742
7294,2480,5,3,Urban,1980,224349.1178963685
7295,1175,4,1,Urban,1989,75650.25696983877
7296,1925,5,3,Urban,2016,252789.95890768955
7297,1016,5,1,Rural,1981,107781.4064141597
7298,1688,3,1,Rural,1980,101358.28527218402
7299,2627,3,2,Rural,2006,262287.1213036783
7300,1896,5,3,Suburb,2003,271381.0497154808
7301,2172,4,1,Suburb,1982,145666.08248555005
7302,1099,4,3,Suburb,1973,106314.5848536652
7303,1393,2,2,Rural,2008,114812.25755307582
7304,1503,4,1,Urban,2001,175994.20044129415
7305,2002,3,3,Urban,1998,235946.6077306073
7306,2486,5,3,Rural,1989,281862.91897931683
7307,1560,5,1,Rural,2005,107668.640082692
7308,1246,2,3,Rural,1952,82008.03748379787
7309,1724,2,1,Rural,2003,203008.9909378724
7310,2146,2,1,Suburb,1964,105227.05482789232
7311,2787,3,3,Urban,1987,313613.2984448856
7312,2656,5,2,Rural,1983,337317.2556460609
7313,2274,5,3,Rural,1967,261014.40447414824
7314,1188,3,2,Suburb,1976,90282.62314669456
7315,1917,3,2,Rural,1974,141218.37105470008
7316,1016,2,3,Suburb,1954,216831.923130472
7317,2061,4,3,Rural,2003,219507.55937837824
7318,2181,2,2,Rural,1977,219715.84705123992
7319,1335,5,2,Rural,1996,207957.9274782492
7320,1746,4,2,Suburb,1983,188755.9158752064
7321,1727,4,1,Suburb,1966,194805.23764076355
7322,1786,3,2,Rural,1981,139402.53473951924
7323,2260,5,1,Urban,1969,246585.67000113003
7324,1364,3,3,Urban,1989,182917.4528044383
7325,2659,4,1,Urban,1983,313186.6062453317
7326,2672,4,2,Urban,1967,294775.5626295302
7327,2183,2,3,Urban,1950,296730.5407480843
7328,2050,3,2,Suburb,1986,209393.76129150644
7329,2203,3,2,Suburb,1978,272312.9280194237
7330,1299,2,1,Rural,2019,157723.48397528037
7331,1052,2,3,Rural,1979,112242.2826683922
7332,2678,2,1,Suburb,2009,227285.49957584892
7333,1286,5,3,Rural,1986,157496.05013075573
7334,1782,3,1,Suburb,1981,176843.62680416074
7335,2547,3,3,Urban,1974,293990.4909913368
7336,2474,4,2,Urban,1969,227112.00216941533
7337,1897,3,3,Suburb,1994,225703.96234369493
7338,2953,3,3,Suburb,1986,348767.79956543125
7339,1684,4,3,Rural,2017,288091.6312658345
7340,1833,4,2,Rural,1959,194834.67697709525
7341,2940,2,1,Urban,1989,239724.21955141256
7342,1399,3,3,Rural,1987,213210.0434161304
7343,2129,5,2,Rural,1977,265466.75026738225
7344,1301,2,3,Rural,2003,169879.7377115095
7345,2839,2,1,Rural,1952,302721.55125848873
7346,2251,3,1,Urban,1990,253064.9913213109
7347,2489,3,1,Urban,2020,279695.2979555467
7348,1224,4,3,Urban,2005,140546.76280853906
7349,2694,3,3,Suburb,1967,219583.6040436275
7350,2925,5,1,Urban,2013,385635.5986388881
7351,1650,3,3,Rural,2015,260343.2455594106
7352,2066,2,2,Rural,2010,188120.9965950315
7353,2056,2,3,Rural,1986,276131.07280450285
7354,1869,2,3,Rural,1992,278985.9602273322
7355,1836,3,3,Rural,1962,333349.09197755455
7356,1480,5,1,Suburb,1960,228835.75472966468
7357,2815,2,3,Urban,1961,316104.1907944791
7358,2221,4,1,Rural,2001,220367.2646025769
7359,1606,2,3,Rural,1962,197891.21264421745
7360,2717,2,2,Urban,1966,221254.8635938273
7361,2809,3,2,Urban,1996,198499.8274186754
7362,1459,4,3,Suburb,2002,174879.86488058872
7363,1312,5,2,Suburb,1966,117113.13349860124
7364,2952,4,2,Rural,2011,352371.5679744404
7365,2584,5,1,Suburb,2003,298075.56126573903
7366,1972,3,1,Rural,1984,162007.15323920644
7367,1273,2,3,Rural,1990,210033.63044454803
7368,1701,2,3,Rural,1964,160278.45425443066
7369,2292,4,2,Rural,1991,223931.34318492468
7370,2621,2,3,Rural,1950,362225.6908298096
7371,1731,5,2,Urban,2016,195945.82833156516
7372,1087,2,2,Rural,1983,115141.83175020722
7373,1662,4,1,Suburb,2005,147084.91270038567
7374,2957,4,3,Urban,1962,277001.5904529213
7375,1328,2,3,Suburb,1998,162002.78551918772
7376,1491,2,1,Rural,1973,122523.6626420094
7377,1497,5,1,Rural,1969,178969.5805912307
7378,1071,5,3,Urban,1983,109603.18321929922
7379,2185,3,1,Rural,2010,224637.3627200717
7380,2363,2,1,Rural,2015,198815.7371638444
7381,2216,5,3,Suburb,1955,259383.6938683403
7382,1639,3,1,Suburb,2015,173415.8779957511
7383,1928,3,2,Suburb,1960,122614.25223728071
7384,2235,3,2,Rural,1998,226449.3061267488
7385,1759,3,3,Urban,1972,180861.37308498303
7386,1187,3,2,Suburb,1983,185803.483860154
7387,1893,2,3,Suburb,1955,227994.5317959976
7388,2838,2,1,Urban,1986,307101.3163727548
7389,1996,3,3,Suburb,2011,185354.69651504696
7390,1425,5,1,Rural,2018,132634.54583894776
7391,1214,2,2,Rural,1976,129531.16697046772
7392,2621,2,3,Rural,1981,289023.42487881833
7393,1834,2,1,Urban,2003,149537.60372656022
7394,1105,5,3,Suburb,1982,102800.62843878822
7395,1201,5,3,Urban,1982,173793.27096449063
7396,2540,3,3,Rural,1981,241625.80532752484
7397,1707,4,2,Urban,1991,176725.14299788268
7398,1838,5,2,Suburb,1988,250029.33320694027
7399,1204,3,3,Urban,2018,139409.11607083364
7400,1538,3,3,Suburb,1992,215646.9652544876
7401,2623,3,1,Suburb,1963,266111.67966834456
7402,2853,2,3,Rural,1967,317837.8614141733
7403,1072,5,2,Urban,2017,110799.233152825
7404,2291,4,2,Rural,1963,256408.6072502893
7405,1559,3,2,Suburb,2017,173495.58465493532
7406,2962,5,2,Rural,2012,235720.9965138167
7407,2688,3,2,Urban,2000,220036.0304825068
7408,2145,2,1,Urban,1953,204852.04691985057
7409,1265,5,2,Rural,2007,132896.8729188008
7410,2801,3,2,Suburb,2009,253554.8466226404
7411,2010,4,1,Suburb,1956,261321.75150673903
7412,1480,3,1,Suburb,2014,206367.82388821885
7413,1088,2,1,Suburb,1954,244073.67697013763
7414,2426,5,3,Suburb,2002,375441.4538351756
7415,2374,5,2,Urban,1953,276368.89196603704
7416,1690,3,3,Rural,1970,186626.4400567348
7417,2441,2,2,Urban,1998,240091.98391064053
7418,1497,2,2,Suburb,2009,112261.40504039051
7419,2749,5,2,Urban,1978,341723.88838381274
7420,1630,2,2,Rural,1959,184656.39207381703
7421,1492,2,2,Suburb,2007,215604.08531359083
7422,1920,5,1,Suburb,1985,204120.51617873675
7423,1031,3,3,Urban,1974,149591.50261279705
7424,2736,3,2,Urban,1991,311762.80463240074
7425,1916,3,2,Rural,1984,283539.5602405217
7426,2876,3,2,Urban,1965,318824.80543346814
7427,1584,4,1,Rural,1952,101592.8143480884
7428,1714,2,1,Rural,1953,119498.8575686317
7429,2451,4,1,Urban,1955,260036.84536217328
7430,1820,3,1,Urban,1954,208970.8268781521
7431,2521,3,2,Urban,1955,234647.51513755423
7432,1596,4,3,Suburb,1985,140974.48047770764
7433,1638,4,1,Urban,1982,143979.53865887487
7434,2023,2,3,Rural,1963,210845.22231438503
7435,2832,3,2,Urban,1991,231877.36249542653
7436,2999,4,3,Urban,1955,349488.1287809162
7437,1078,3,2,Suburb,1987,149093.25032003017
7438,1965,5,3,Urban,2014,199570.4095671651
7439,2058,3,1,Urban,1975,190546.41175189184
7440,2438,2,3,Suburb,1992,336091.0289225817
7441,1711,4,3,Suburb,1968,267237.83246698783
7442,1346,5,3,Rural,1991,154716.8756033142
7443,2031,4,2,Rural,1980,238879.02384679715
7444,1364,2,2,Suburb,1977,153191.70210692025
7445,1598,3,2,Urban,1966,228093.74512306936
7446,2364,5,3,Urban,1968,255882.59873355908
7447,1304,4,2,Rural,1950,187510.6046489711
7448,1727,2,3,Rural,1962,200764.8628274504
7449,2794,5,1,Rural,1990,260998.71064499803
7450,2669,4,2,Rural,1957,299246.0851770226
7451,1049,5,1,Suburb,1991,78552.60332793808
7452,1878,4,3,Urban,2021,194803.4919804194
7453,2492,5,3,Suburb,1989,283124.8380658457
7454,1591,4,2,Suburb,2005,188416.24010045495
7455,2887,2,3,Rural,1996,392138.4175002253
7456,1901,4,2,Suburb,2007,175911.0324538879
7457,2646,5,3,Urban,2006,355252.3293140996
7458,1556,4,2,Suburb,1988,197913.35729914345
7459,2132,5,1,Suburb,1963,268556.0102881837
7460,1683,2,1,Rural,1974,198389.06414839328
7461,1268,4,2,Urban,1967,143884.1887565351
7462,1225,4,2,Rural,1993,189996.15394172963
7463,1420,2,1,Suburb,1997,149488.7463504302
7464,1153,4,2,Urban,2016,183384.22227583872
7465,1036,2,3,Urban,1959,42926.95597531849
7466,1810,4,1,Suburb,2005,195947.5716401856
7467,2094,3,3,Rural,1963,214991.00125116552
7468,2885,5,3,Rural,1983,416102.8840686256
7469,2296,5,2,Suburb,1973,263253.7194790868
7470,1610,3,1,Suburb,1959,213900.79381928005
7471,1153,4,2,Rural,1956,169693.5873444167
7472,2287,2,1,Rural,1979,279129.8576299314
7473,2141,4,2,Suburb,2002,239726.1252908928
7474,2813,4,3,Urban,1960,286114.53870754945
7475,2581,2,3,Suburb,1984,311549.635515569
7476,2152,5,1,Suburb,1991,297799.1420941259
7477,1056,2,2,Urban,2000,145430.347160217
7478,1127,5,3,Urban,2012,100208.39898247244
7479,2415,2,1,Suburb,1978,283435.4409278904
7480,2757,5,1,Suburb,1977,360298.3947860969
7481,1893,4,1,Rural,1999,217381.7005139984
7482,2791,2,2,Urban,1958,280245.3195358591
7483,1492,4,2,Suburb,1977,226789.9973069654
7484,1039,3,3,Urban,2002,197840.6028174381
7485,2241,2,3,Rural,2008,217512.03715432365
7486,1637,4,3,Rural,1995,142481.71646397284
7487,1355,2,3,Rural,1985,174812.90100782266
7488,2231,3,1,Suburb,2012,233085.5973099164
7489,2181,5,3,Urban,2018,299543.6071065032
7490,1406,4,2,Urban,1965,186280.16124495276
7491,1269,3,1,Suburb,1968,235897.4176739676
7492,2892,4,3,Suburb,1969,333735.7927621231
7493,1685,4,1,Rural,2019,167193.335642255
7494,1156,3,1,Urban,1973,112326.3548669957
7495,2038,2,3,Rural,1999,216068.2129096663
7496,2669,4,3,Rural,1985,292199.97388222563
7497,2534,4,3,Urban,1998,316616.9858827755
7498,2667,4,2,Rural,1953,323756.2651837768
7499,2074,5,1,Suburb,2001,238530.71230203388
7500,1939,3,1,Urban,1960,189107.15535622195
7501,1496,3,1,Rural,1965,211913.30578762852
7502,1381,4,1,Rural,1997,164555.51648757324
7503,1142,5,1,Rural,1996,49351.8575426396
7504,2114,3,2,Suburb,1964,272818.36832479376
7505,2490,3,2,Urban,2018,326654.129120014
7506,1520,2,1,Urban,1996,190205.3826855153
7507,1448,3,2,Urban,1960,14620.134309750574
7508,2388,3,3,Suburb,2015,254953.30250452607
7509,2191,5,3,Suburb,1990,239788.57741460504
7510,2606,4,2,Urban,1992,335202.69938166795
7511,1924,3,3,Rural,1989,162582.86962407816
7512,1683,3,3,Suburb,1983,180406.6436423838
7513,1338,2,2,Urban,2005,179053.0515096793
7514,2629,5,2,Suburb,1993,287383.3620661463
7515,2063,2,1,Rural,2002,200613.75645194168
7516,2237,5,3,Suburb,1950,260111.736639156
7517,2610,4,2,Suburb,1995,290344.8494470564
7518,2560,4,1,Rural,1954,323562.8435614352
7519,2935,2,2,Rural,2009,361836.0925591517
7520,1901,3,2,Urban,1969,202807.28865827183
7521,1382,2,2,Suburb,2015,166040.75121706264
7522,2433,4,3,Suburb,1987,308851.8426488664
7523,2167,4,2,Rural,2006,251374.50741602576
7524,1903,2,1,Urban,1952,118674.41559117
7525,1674,5,2,Suburb,1995,96579.5990651235
7526,1356,5,1,Suburb,1991,135711.4866388718
7527,1579,3,2,Suburb,1988,217354.3778326745
7528,1648,4,1,Rural,1969,178623.21501759932
7529,2981,3,3,Suburb,2010,396710.83388401417
7530,1363,3,3,Rural,1957,210039.5778918817
7531,1524,5,3,Urban,1992,166024.03379150445
7532,2070,2,2,Suburb,1989,203227.87290913417
7533,1334,3,3,Suburb,1991,179874.2647018691
7534,1759,5,2,Urban,1965,296430.2015741791
7535,2037,2,1,Suburb,1977,203967.75634271937
7536,2532,5,3,Suburb,2009,342935.264868167
7537,1220,4,1,Rural,2007,137889.72539913296
7538,1072,3,1,Urban,1959,144493.78093755717
7539,1709,5,1,Urban,2002,217394.5917115656
7540,2908,2,1,Rural,1993,374048.5311199608
7541,2095,3,2,Urban,1952,227350.06638720975
7542,2081,4,1,Suburb,1960,227094.1775083224
7543,1826,3,2,Rural,1965,172116.75536341072
7544,1753,4,3,Suburb,2010,183611.25447137887
7545,1210,4,1,Rural,1963,184360.42751232968
7546,1074,2,2,Urban,1991,145292.96624164618
7547,1929,4,3,Rural,1977,192909.072543096
7548,1354,4,2,Urban,2008,202668.85244485945
7549,1859,4,1,Suburb,1950,250709.2524143241
7550,2191,4,1,Suburb,1957,226531.11363873293
7551,2433,4,3,Suburb,1965,166589.99305423448
7552,2147,2,2,Suburb,1978,120844.76227678516
7553,2869,3,3,Rural,1965,335704.72035236534
7554,1319,5,2,Suburb,2007,193892.19849676156
7555,2813,5,3,Suburb,1965,327337.13775350776
7556,1216,4,2,Suburb,2021,141658.23227494577
7557,1727,3,1,Urban,1984,89022.45185526676
7558,1643,4,1,Urban,1976,250958.4644709226
7559,2874,5,3,Suburb,2011,293349.34848545847
7560,1016,3,2,Suburb,1954,153512.779188246
7561,1062,4,1,Urban,2017,142437.9717732037
7562,2882,3,1,Rural,2012,379912.7617757578
7563,2057,4,3,Rural,1954,299274.02732096764
7564,2204,2,1,Rural,1972,239972.3133683344
7565,2511,3,1,Urban,2011,210465.7983801957
7566,2229,3,2,Rural,1977,194640.1620237237
7567,2842,2,3,Suburb,1977,290441.67010770267
7568,1400,5,1,Rural,2006,256064.8976327576
7569,2405,3,3,Urban,2003,209639.29631322392
7570,2826,2,3,Suburb,1976,248750.87661858107
7571,2396,3,2,Suburb,2006,227054.55992322412
7572,2588,2,3,Suburb,2008,301251.98030821525
7573,1638,3,1,Rural,2012,245276.0254232268
7574,1134,2,3,Urban,2019,55822.05202690496
7575,1961,5,2,Suburb,1951,176258.2913986853
7576,1764,3,2,Suburb,2018,158575.72867875177
7577,1253,5,2,Suburb,1979,297869.0098477771
7578,2236,4,2,Urban,1997,266393.59180947824
7579,1531,5,2,Suburb,1961,260658.99151729068
7580,2443,3,1,Suburb,2011,326186.6391440162
7581,2628,2,1,Urban,1984,366119.47548486
7582,1613,3,1,Urban,1955,136652.49867710363
7583,1036,2,1,Urban,1998,108611.85898206972
7584,1702,5,1,Urban,1981,217848.19549140483
7585,1534,4,2,Suburb,1964,187043.69399706024
7586,1715,3,3,Suburb,2012,186845.7147903704
7587,1517,3,3,Rural,1953,119202.64573303689
7588,2875,4,2,Rural,1985,323552.3604197455
7589,2543,4,3,Rural,1969,297354.1659766308
7590,1997,2,3,Suburb,1999,191538.87602301623
7591,2541,3,2,Suburb,1958,285622.0111690008
7592,1747,5,2,Suburb,2016,212109.066876656
7593,2849,2,1,Rural,1962,232509.01484581875
7594,1395,5,1,Suburb,1963,53380.28539630544
7595,2149,4,1,Suburb,2013,294644.4151431504
7596,2649,3,3,Urban,1992,220262.43028430568
7597,1499,2,3,Rural,1976,188190.10253800853
7598,2707,4,1,Rural,2019,286389.8377296766
7599,2230,3,1,Urban,1966,296522.1740557991
7600,1284,2,1,Rural,2015,166344.3526633895
7601,1744,5,3,Suburb,1984,149552.37070224987
7602,2441,4,1,Suburb,1961,210787.82958080884
7603,2432,3,1,Rural,1996,207234.1734670696
7604,2104,4,3,Rural,2004,136381.39667617896
7605,1381,3,3,Rural,2011,151170.07949841567
7606,2879,4,1,Suburb,1971,316120.9206499811
7607,2826,4,2,Rural,1998,307452.8807463
7608,1589,3,1,Urban,1960,170997.68729411592
7609,1216,3,1,Urban,2012,229065.95560439292
7610,2875,2,1,Urban,1955,361097.3186425181
7611,1120,4,3,Rural,2004,184661.53412253255
7612,2463,2,3,Urban,1970,253580.87577789903
7613,2136,4,3,Urban,1950,210227.70078229936
7614,1123,4,3,Suburb,1956,147367.20978163386
7615,2613,2,3,Suburb,2021,310569.098746635
7616,1736,4,1,Rural,1961,99305.91746878128
7617,1619,5,2,Urban,2002,211393.06165722405
7618,1935,3,3,Suburb,1963,290429.6901187273
7619,2164,2,3,Suburb,2018,172393.0046058337
7620,2520,5,1,Urban,2010,292442.00707915484
7621,2621,2,3,Urban,2001,285656.1430690073
7622,1433,3,3,Suburb,1958,187235.8721590985
7623,2260,4,3,Urban,2002,192822.29540572065
7624,2762,5,2,Suburb,1986,290833.9106882465
7625,2317,5,2,Suburb,1970,341134.8880334002
7626,2119,2,3,Rural,2012,98511.93259176548
7627,2121,3,1,Suburb,1986,217648.12491887677
7628,1452,4,1,Suburb,1988,168273.63923670084
7629,2513,5,3,Suburb,2005,403377.6568174892
7630,1941,2,3,Urban,1964,247899.5148871512
7631,1227,5,3,Rural,2016,97952.30943761136
7632,1842,2,3,Rural,1961,182553.6084835921
7633,1024,5,2,Rural,1957,81960.52048780452
7634,2913,3,3,Suburb,1980,303423.91385017027
7635,1824,3,3,Rural,1978,240705.37694911388
7636,1489,2,1,Rural,1987,202933.84796056585
7637,1822,5,1,Rural,1992,163920.25280260478
7638,2245,2,1,Rural,2008,156194.22906280827
7639,2130,4,3,Suburb,1996,328460.0014401593
7640,1200,2,3,Urban,2011,38978.97252957724
7641,1850,2,1,Suburb,1955,237898.5327935223
7642,2458,3,1,Suburb,1987,381355.252799876
7643,2274,2,3,Urban,1954,178527.28448000294
7644,1249,2,3,Suburb,1966,239597.12940043517
7645,1959,5,1,Rural,1997,188379.451059966
7646,1557,2,2,Rural,2004,167655.76008685504
7647,1554,5,3,Urban,1977,107604.50475138158
7648,2681,4,2,Rural,1961,346236.6336681208
7649,2170,5,1,Suburb,1982,179007.0142020118
7650,2957,3,2,Urban,1990,288645.23270196153
7651,2011,5,1,Rural,1973,224639.92963772707
7652,1431,2,3,Urban,1998,167410.28910742112
7653,2424,4,1,Suburb,2007,244800.78584437392
7654,1100,4,3,Rural,1990,149156.0671440848
7655,2641,4,2,Suburb,2017,346118.1719083703
7656,1623,5,3,Suburb,2019,238186.22983422905
7657,2593,2,2,Urban,1995,269413.6692144114
7658,1401,5,2,Urban,2019,170471.20995897113
7659,2044,2,3,Rural,1981,264785.1809905062
7660,2362,5,3,Suburb,1986,290808.814355524
7661,2273,3,3,Suburb,1984,267135.9373690394
7662,1052,2,3,Rural,1978,163917.5174602279
7663,2510,3,1,Urban,1956,283204.28435399296
7664,2228,3,1,Rural,1974,303868.2784180315
7665,1317,5,1,Rural,1967,104235.05335818588
7666,1667,3,2,Urban,1978,189516.42900337657
7667,1545,4,3,Suburb,1964,199660.0647507813
7668,2097,4,2,Suburb,1969,155708.4168052767
7669,2111,5,3,Suburb,1950,211427.77124030289
7670,2614,3,1,Rural,1986,228946.82046378183
7671,1170,2,1,Suburb,1964,97736.48884225474
7672,2729,4,1,Rural,2003,257608.61142651347
7673,2801,2,2,Suburb,1996,280011.3758134709
7674,1947,2,3,Urban,1961,196368.70330888336
7675,2199,5,1,Rural,1956,193267.4046935708
7676,1574,3,2,Rural,1966,165597.66063443938
7677,2815,3,3,Urban,1968,255231.1140554321
7678,1829,2,2,Suburb,1972,145251.03314174968
7679,2810,2,2,Suburb,1977,356735.8740729308
7680,1872,3,2,Rural,1952,257102.33460889483
7681,2443,2,3,Rural,1974,241617.27376623056
7682,2986,3,1,Rural,2009,378220.6878459193
7683,1157,2,3,Suburb,1991,157447.95724218848
7684,2977,4,3,Rural,1977,258897.92506948003
7685,2223,5,2,Suburb,1956,341709.7504235741
7686,1048,5,2,Urban,2013,148549.41201679173
7687,1241,3,2,Urban,1985,199373.18209909197
7688,2648,2,2,Suburb,2014,213570.54469756808
7689,2347,4,2,Suburb,2006,227650.25241653985
7690,2958,5,1,Urban,2008,316149.50872330286
7691,1983,5,1,Urban,2014,269940.1612817968
7692,2339,3,3,Suburb,1989,194592.85585071743
7693,2155,5,1,Rural,1960,138376.6550990276
7694,1711,3,3,Urban,1998,202302.6343265564
7695,1510,5,1,Urban,1997,166888.8771440529
7696,2166,2,3,Suburb,2008,211081.19909160575
7697,1059,5,2,Suburb,2009,139791.17873548812
7698,1362,3,1,Suburb,1982,182270.12828048755
7699,2641,3,2,Urban,1985,301284.15873929084
7700,2465,3,1,Rural,2021,298124.68314072763
7701,1838,2,1,Urban,1987,229321.00194456047
7702,1813,3,3,Suburb,2001,127991.79893936412
7703,2120,5,2,Rural,1964,273122.27181019454
7704,1394,4,2,Urban,2017,179453.10243417008
7705,2437,5,1,Urban,1977,275140.6054521342
7706,1558,5,2,Rural,1978,228489.36173939804
7707,2989,4,1,Urban,2010,289565.131297605
7708,1962,3,3,Suburb,1971,216909.11629234717
7709,2607,5,2,Rural,1969,211994.43058761145
7710,1510,4,3,Urban,1967,239953.3789318448
7711,1574,4,3,Urban,1990,237897.33002142652
7712,2894,3,2,Rural,1962,340841.8890638702
7713,1122,4,3,Suburb,2010,185944.23756868296
7714,1527,2,1,Suburb,1987,124600.2337006061
7715,1574,3,2,Suburb,1993,163460.51149980992
7716,2922,2,3,Suburb,2006,249032.54209974207
7717,1611,5,1,Suburb,1980,230741.37524394417
7718,2055,3,1,Suburb,1952,144948.307987559
7719,1662,2,1,Urban,1997,156216.9849132012
7720,1258,2,3,Urban,2018,169593.8488022995
7721,2457,5,2,Urban,1967,312075.4974808054
7722,1877,5,3,Urban,2012,169019.55168910258
7723,2293,3,1,Suburb,1983,180471.4125969077
7724,2260,4,3,Suburb,2000,227281.88205124275
7725,1331,5,2,Suburb,1972,214876.6484187304
7726,2933,3,3,Urban,1960,347626.7770876098
7727,1833,3,3,Urban,2017,171745.75889329115
7728,1401,4,3,Rural,1976,136414.1963977449
7729,2497,4,3,Urban,1960,299364.90881858143
